GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE6001,AE6002,AE6003,AE3001
"G3700950","1850","North Carolina","370","Hyde","0950","Hyde",4756,253,2627,4756
"G3700970","1850","North Carolina","370","Iredell","0970","Iredell",10547,30,4142,10547
"G3701010","1850","North Carolina","370","Johnston","1010","Johnston",8879,184,4663,8879
"G3701030","1850","North Carolina","370","Jones","1030","Jones",2139,142,2757,2139
"G3701070","1850","North Carolina","370","Lenoir","1070","Lenoir",3567,145,4116,3567
"G3701090","1850","North Carolina","370","Lincoln","1090","Lincoln",5655,36,2055,5655
"G3701110","1850","North Carolina","370","McDowell","1110","Mcdowell",4771,213,1262,4771
"G3701130","1850","North Carolina","370","Macon","1130","Macon",5734,106,549,5734
"G3701170","1850","North Carolina","370","Martin","1170","Martin",4617,323,3367,4617
"G3701190","1850","North Carolina","370","Mecklenburg","1190","Mecklenburg",8285,156,5473,8285
"G3701230","1850","North Carolina","370","Montgomery","1230","Montgomery",5055,44,1773,5055
"G3701250","1850","North Carolina","370","Moore","1250","Moore",7196,170,1976,7196
"G3701270","1850","North Carolina","370","Nash","1270","Nash",5972,629,4056,5972
"G3701290","1850","North Carolina","370","New Hanover","1290","New Hanover",8201,886,8581,8201
"G3701310","1850","North Carolina","370","Northampton","1310","Northampton",5994,830,6511,5994
"G3701330","1850","North Carolina","370","Onslow","1330","Onslow",5003,172,3108,5003
"G3701350","1850","North Carolina","370","Orange","1350","Orange",11330,481,5244,11330
"G3701390","1850","North Carolina","370","Pasquotank","1390","Pasquotank",4610,1235,3105,4610
"G3701430","1850","North Carolina","370","Perquimans","1430","Perquimans",3630,450,3252,3630
"G3701450","1850","North Carolina","370","Person","1450","Person",5593,295,4893,5593
"G3701470","1850","North Carolina","370","Pitt","1470","Pitt",6664,100,6633,6664
"G3701510","1850","North Carolina","370","Randolph","1510","Randolph",13787,405,1640,13787
"G3701530","1850","North Carolina","370","Richmond","1530","Richmond",4889,225,4704,4889
"G3701550","1850","North Carolina","370","Robeson","1550","Robeson",7231,1230,4365,7231
"G3701570","1850","North Carolina","370","Rockingham","1570","Rockingham",8747,419,5329,8747
"G3701590","1850","North Carolina","370","Rowan","1590","Rowan",9900,116,3854,9900
"G3701610","1850","North Carolina","370","Rutherford","1610","Rutherford",10425,220,2905,10425
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson",8423,477,5685,8423
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly",5437,49,1436,5437
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes",7264,149,1793,7264
"G3701710","1850","North Carolina","370","Surry","1710","Surry",16159,284,2000,16159
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell",3301,130,1702,3301
"G3701790","1850","North Carolina","370","Union","1790","Union",8018,51,1982,8018
"G3701830","1850","North Carolina","370","Wake","1830","Wake",14173,1306,9409,14173
"G3701850","1850","North Carolina","370","Warren","1850","Warren",4601,444,8867,4601
"G3701870","1850","North Carolina","370","Washington","1870","Washington",3209,240,2215,3209
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga",3242,29,129,3242
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne",7801,665,5020,7801
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes",10733,224,1142,10733
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey",7809,50,346,7809
"G3900010","1850","Ohio","390","Adams","0010","Adams",18828,55,0,18828
"G3900030","1850","Ohio","390","Allen","0030","Allen",12082,27,0,12082
"G3900050","1850","Ohio","390","Ashland","0050","Ashland",23810,3,0,23810
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula",28724,43,0,28724
"G3900090","1850","Ohio","390","Athens","0090","Athens",18109,106,0,18109
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize",11251,87,0,11251
"G3900130","1850","Ohio","390","Belmont","0130","Belmont",33822,778,0,33822
"G3900150","1850","Ohio","390","Brown","0150","Brown",26469,863,0,26469
"G3900170","1850","Ohio","390","Butler","0170","Butler",30422,367,0,30422
"G3900190","1850","Ohio","390","Carroll","0190","Carroll",17633,52,0,17633
"G3900210","1850","Ohio","390","Champaign","0210","Champaign",19288,494,0,19288
"G3900230","1850","Ohio","390","Clark","0230","Clark",21855,323,0,21855
"G3900250","1850","Ohio","390","Clermont","0250","Clermont",30043,412,0,30043
"G3900270","1850","Ohio","390","Clinton","0270","Clinton",18240,598,0,18240
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana",33439,182,0,33439
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton",25630,44,0,25630
"G3900330","1850","Ohio","390","Crawford","0330","Crawford",18167,10,0,18167
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga",47740,359,0,47740
"G3900370","1850","Ohio","390","Darke","0370","Darke",20028,248,0,20028
"G3900390","1850","Ohio","390","Defiance","0390","Defiance",6947,19,0,6947
"G3900410","1850","Ohio","390","Delaware","0410","Delaware",21682,135,0,21682
"G3900430","1850","Ohio","390","Erie","0430","Erie",18366,202,0,18366
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield",29984,280,0,29984
"G3900470","1850","Ohio","390","Fayette","0470","Fayette",12435,291,0,12435
"G3900490","1850","Ohio","390","Franklin","0490","Franklin",41302,1607,0,41302
"G3900510","1850","Ohio","390","Fulton","0510","Fulton",7780,1,0,7780
"G3900530","1850","Ohio","390","Gallia","0530","Gallia",15865,1198,0,15865
"G3900550","1850","Ohio","390","Geauga","0550","Geauga",17820,7,0,17820
"G3900570","1850","Ohio","390","Greene","0570","Greene",21292,654,0,21292
"G3900590","1850","Ohio","390","Guernsey","0590","Guernsey",30270,168,0,30270
"G3900610","1850","Ohio","390","Hamilton","0610","Hamilton",153244,3600,0,153244
"G3900630","1850","Ohio","390","Hancock","0630","Hancock",16725,26,0,16725
"G3900650","1850","Ohio","390","Hardin","0650","Hardin",8237,14,0,8237
"G3900670","1850","Ohio","390","Harrison","0670","Harrison",19870,287,0,19870
"G3900690","1850","Ohio","390","Henry","0690","Henry",3434,0,0,3434
"G3900710","1850","Ohio","390","Highland","0710","Highland",24885,896,0,24885
"G3900730","1850","Ohio","390","Hocking","0730","Hocking",14002,117,0,14002
"G3900750","1850","Ohio","390","Holmes","0750","Holmes",20447,5,0,20447
"G3900770","1850","Ohio","390","Huron","0770","Huron",26164,39,0,26164
"G3900790","1850","Ohio","390","Jackson","0790","Jackson",12328,391,0,12328
"G3900810","1850","Ohio","390","Jefferson","0810","Jefferson",28468,665,0,28468
"G3900830","1850","Ohio","390","Knox","0830","Knox",28810,62,0,28810
"G3900850","1850","Ohio","390","Lake","0850","Lake",14616,38,0,14616
"G3900870","1850","Ohio","390","Lawrence","0870","Lawrence",14920,326,0,14920
"G3900890","1850","Ohio","390","Licking","0890","Licking",38718,128,0,38718
"G3900910","1850","Ohio","390","Logan","0910","Logan",18626,536,0,18626
"G3900930","1850","Ohio","390","Lorain","0930","Lorain",25822,264,0,25822
"G3900950","1850","Ohio","390","Lucas","0950","Lucas",12224,139,0,12224
"G3900970","1850","Ohio","390","Madison","0970","Madison",9937,78,0,9937
"G3900990","1850","Ohio","390","Mahoning","0990","Mahoning",23645,90,0,23645
"G3901010","1850","Ohio","390","Marion","1010","Marion",12597,21,0,12597
"G3901030","1850","Ohio","390","Medina","1030","Medina",24406,35,0,24406
"G3901050","1850","Ohio","390","Meigs","1050","Meigs",17919,52,0,17919
"G3901070","1850","Ohio","390","Mercer","1070","Mercer",7313,399,0,7313
"G3901090","1850","Ohio","390","Miami","1090","Miami",24397,602,0,24397
"G3901110","1850","Ohio","390","Monroe","1110","Monroe",28282,69,0,28282
"G3901130","1850","Ohio","390","Montgomery","1130","Montgomery",37969,249,0,37969
"G3901150","1850","Ohio","390","Morgan","1150","Morgan",28495,90,0,28495
"G3901170","1850","Ohio","390","Morrow","1170","Morrow",20262,18,0,20262
"G3901190","1850","Ohio","390","Muskingum","1190","Muskingum",44418,631,0,44418
"G3901230","1850","Ohio","390","Ottawa","1230","Ottawa",3307,1,0,3307
"G3901250","1850","Ohio","390","Paulding","1250","Paulding",1765,1,0,1765
"G3901270","1850","Ohio","390","Perry","1270","Perry",20746,29,0,20746
"G3901290","1850","Ohio","390","Pickaway","1290","Pickaway",20594,412,0,20594
"G3901310","1850","Ohio","390","Pike","1310","Pike",10335,618,0,10335
"G3901330","1850","Ohio","390","Portage","1330","Portage",24361,58,0,24361
"G3901350","1850","Ohio","390","Preble","1350","Preble",21659,77,0,21659
"G3901370","1850","Ohio","390","Putnam","1370","Putnam",7210,11,0,7210
"G3901390","1850","Ohio","390","Richland","1390","Richland",30812,67,0,30812
"G3901410","1850","Ohio","390","Ross","1410","Ross",30168,1906,0,30168
"G3901430","1850","Ohio","390","Sandusky","1430","Sandusky",14258,47,0,14258
"G3901450","1850","Ohio","390","Scioto","1450","Scioto",18217,211,0,18217
"G3901470","1850","Ohio","390","Seneca","1470","Seneca",26953,151,0,26953
"G3901490","1850","Ohio","390","Shelby","1490","Shelby",13551,407,0,13551
"G3901510","1850","Ohio","390","Stark","1510","Stark",39719,159,0,39719
"G3901530","1850","Ohio","390","Summit","1530","Summit",27364,121,0,27364
"G3901550","1850","Ohio","390","Trumbull","1550","Trumbull",30425,65,0,30425
"G3901570","1850","Ohio","390","Tuscarawas","1570","Tuscarawas",31672,89,0,31672
"G3901590","1850","Ohio","390","Union","1590","Union",12076,128,0,12076
"G3901610","1850","Ohio","390","Van Wert","1610","Van Wert",4746,47,0,4746
"G3901630","1850","Ohio","390","Vinton","1630","Vinton",9246,107,0,9246
"G3901650","1850","Ohio","390","Warren","1650","Warren",24958,602,0,24958
"G3901670","1850","Ohio","390","Washington","1670","Washington",29150,390,0,29150
"G3901690","1850","Ohio","390","Wayne","1690","Wayne",32953,28,0,32953
"G3901710","1850","Ohio","390","Williams","1710","Williams",8018,0,0,8018
"G3901730","1850","Ohio","390","Wood","1730","Wood",9139,18,0,9139
"G3901750","1850","Ohio","390","Wyandot","1750","Wyandot",11145,49,0,11145
"G4130015","1850","Oregon Territory","413","Benton","0015","Benton",810,4,0,810
"G4130035","1850","Oregon Territory","413","Clackamas","0035","Clackamas",1836,23,0,1836
"G4130055","1850","Oregon Territory","413","Clark","0055","Clark",592,51,0,592
"G4130075","1850","Oregon Territory","413","Clatsop","0075","Clatsop",458,4,0,458
"G4130095","1850","Oregon Territory","413","Lewis","0095","Lewis",457,101,0,457
"G4130115","1850","Oregon Territory","413","Linn","0115","Linn",994,0,0,994
"G4130135","1850","Oregon Territory","413","Marion","0135","Marion",2740,9,0,2740
"G4130155","1850","Oregon Territory","413","Polk","0155","Polk",1046,5,0,1046
"G4130175","1850","Oregon Territory","413","Washington","0175","Washington",2643,9,0,2643
"G4130195","1850","Oregon Territory","413","Yamhill","0195","Yamhill",1511,1,0,1511
"G4200010","1850","Pennsylvania","420","Adams","0010","Adams",25426,555,0,25426
"G4200030","1850","Pennsylvania","420","Allegheny","0030","Allegheny",134859,3431,0,134859
"G4200050","1850","Pennsylvania","420","Armstrong","0050","Armstrong",29431,129,0,29431
"G4200070","1850","Pennsylvania","420","Beaver","0070","Beaver",26444,245,0,26444
"G4200090","1850","Pennsylvania","420","Bedford","0090","Bedford",22637,415,0,22637
"G4200110","1850","Pennsylvania","420","Berks","0110","Berks",76579,550,0,76579
"G4200130","1850","Pennsylvania","420","Blair","0130","Blair",21517,260,0,21517
"G4200150","1850","Pennsylvania","420","Bradford","0150","Bradford",42634,197,0,42634
"G4200170","1850","Pennsylvania","420","Bucks","0170","Bucks",54369,1722,0,54369
"G4200190","1850","Pennsylvania","420","Butler","0190","Butler",30262,84,0,30262
"G4200210","1850","Pennsylvania","420","Cambria","0210","Cambria",17645,128,0,17645
"G4200250","1850","Pennsylvania","420","Carbon","0250","Carbon",15656,30,0,15656
"G4200270","1850","Pennsylvania","420","Centre","0270","Centre",23112,243,0,23112
"G4200290","1850","Pennsylvania","420","Chester","0290","Chester",61215,5223,0,61215
"G4200310","1850","Pennsylvania","420","Clarion","0310","Clarion",23448,117,0,23448
"G4200330","1850","Pennsylvania","420","Clearfield","0330","Clearfield",12482,104,0,12482
"G4200350","1850","Pennsylvania","420","Clinton","0350","Clinton",11055,152,0,11055
"G4200370","1850","Pennsylvania","420","Columbia","0370","Columbia",17607,103,0,17607
"G4200390","1850","Pennsylvania","420","Crawford","0390","Crawford",37750,99,0,37750
"G4200410","1850","Pennsylvania","420","Cumberland","0410","Cumberland",33370,957,0,33370
"G4200430","1850","Pennsylvania","420","Dauphin","0430","Dauphin",34476,1278,0,34476
"G4200450","1850","Pennsylvania","420","Delaware","0450","Delaware",23122,1557,0,23122
"G4200470","1850","Pennsylvania","420","Elk","0470","Elk",3529,2,0,3529
"G4200490","1850","Pennsylvania","420","Erie","0490","Erie",38593,149,0,38593
"G4200510","1850","Pennsylvania","420","Fayette","0510","Fayette",37443,1669,0,37443
"G4200550","1850","Pennsylvania","420","Franklin","0550","Franklin",37956,1948,0,37956
"G4200570","1850","Pennsylvania","420","Fulton","0570","Fulton",7474,93,0,7474
"G4200590","1850","Pennsylvania","420","Greene","0590","Greene",21660,476,0,21660
"G4200610","1850","Pennsylvania","420","Huntingdon","0610","Huntingdon",24451,335,0,24451
"G4200630","1850","Pennsylvania","420","Indiana","0630","Indiana",26916,254,0,26916
"G4200650","1850","Pennsylvania","420","Jefferson","0650","Jefferson",13424,94,0,13424
"G4200670","1850","Pennsylvania","420","Juniata","0670","Juniata",12898,131,0,12898
"G4200710","1850","Pennsylvania","420","Lancaster","0710","Lancaster",95330,3614,0,95330
"G4200730","1850","Pennsylvania","420","Lawrence","0730","Lawrence",20947,132,0,20947
"G4200750","1850","Pennsylvania","420","Lebanon","0750","Lebanon",25985,86,0,25985
"G4200770","1850","Pennsylvania","420","Lehigh","0770","Lehigh",32431,48,0,32431
"G4200790","1850","Pennsylvania","420","Luzerne","0790","Luzerne",55699,373,0,55699
"G4200810","1850","Pennsylvania","420","Lycoming","0810","Lycoming",25890,367,0,25890
"G4200830","1850","Pennsylvania","420","McKean","0830","Mckean",5218,36,0,5218
"G4200850","1850","Pennsylvania","420","Mercer","0850","Mercer",32881,291,0,32881
"G4200870","1850","Pennsylvania","420","Mifflin","0870","Mifflin",14570,410,0,14570
"G4200890","1850","Pennsylvania","420","Monroe","0890","Monroe",13170,100,0,13170
"G4200910","1850","Pennsylvania","420","Montgomery","0910","Montgomery",57434,857,0,57434
"G4200930","1850","Pennsylvania","420","Montour","0930","Montour",13155,84,0,13155
"G4200950","1850","Pennsylvania","420","Northampton","0950","Northampton",40099,136,0,40099
"G4200970","1850","Pennsylvania","420","Northumberland","0970","Northumberland",23180,92,0,23180
"G4200990","1850","Pennsylvania","420","Perry","0990","Perry",19953,135,0,19953
"G4201010","1850","Pennsylvania","420","Philadelphia","1010","Philadelphia",389001,19761,0,389001
"G4201030","1850","Pennsylvania","420","Pike","1030","Pike",5692,189,0,5692
"G4201050","1850","Pennsylvania","420","Potter","1050","Potter",6042,6,0,6042
"G4201070","1850","Pennsylvania","420","Schuylkill","1070","Schuylkill",60305,408,0,60305
"G4201110","1850","Pennsylvania","420","Somerset","1110","Somerset",24317,99,0,24317
"G4201130","1850","Pennsylvania","420","Sullivan","1130","Sullivan",3683,11,0,3683
"G4201150","1850","Pennsylvania","420","Susquehanna","1150","Susquehanna",28528,160,0,28528
"G4201170","1850","Pennsylvania","420","Tioga","1170","Tioga",23889,98,0,23889
"G4201190","1850","Pennsylvania","420","Union","1190","Union",25982,101,0,25982
"G4201210","1850","Pennsylvania","420","Venango","1210","Venango",18270,40,0,18270
"G4201230","1850","Pennsylvania","420","Warren","1230","Warren",13593,78,0,13593
"G4201250","1850","Pennsylvania","420","Washington","1250","Washington",43380,1559,0,43380
"G4201270","1850","Pennsylvania","420","Wayne","1270","Wayne",21841,49,0,21841
"G4201290","1850","Pennsylvania","420","Westmoreland","1290","Westmoreland",51280,446,0,51280
"G4201310","1850","Pennsylvania","420","Wyoming","1310","Wyoming",10650,5,0,10650
"G4201330","1850","Pennsylvania","420","York","1330","York",56325,1125,0,56325
"G4400010","1850","Rhode Island","440","Bristol","0010","Bristol",8203,311,0,8203
"G4400030","1850","Rhode Island","440","Kent","0030","Kent",14839,229,0,14839
"G4400050","1850","Rhode Island","440","Newport","0050","Newport",19225,782,0,19225
"G4400070","1850","Rhode Island","440","Providence","0070","Providence",85708,1818,0,85708
"G4400090","1850","Rhode Island","440","Washington","0090","Washington",15900,530,0,15900
"G4500010","1850","South Carolina","450","Abbeville","0010","Abbeville",12699,357,19262,12699
"G4500070","1850","South Carolina","450","Anderson","0070","Anderson",13867,94,7514,13867
"G4500110","1850","South Carolina","450","Barnwell","0110","Barnwell",12289,311,14008,12289
"G4500130","1850","South Carolina","450","Beaufort","0130","Beaufort",5947,579,32279,5947
"G4500190","1850","South Carolina","450","Charleston","0190","Charleston",24580,3849,44376,24580
"G4500230","1850","South Carolina","450","Chester","0230","Chester",8003,148,9887,8003
"G4500250","1850","South Carolina","450","Chesterfield","0250","Chesterfield",6678,218,3894,6678
"G4500290","1850","South Carolina","450","Colleton","0290","Colleton",7403,331,31771,7403
"G4500310","1850","South Carolina","450","Darlington","0310","Darlington",6747,43,10041,6747
"G4500370","1850","South Carolina","450","Edgefield","0370","Edgefield",16252,285,22725,16252
"G4500390","1850","South Carolina","450","Fairfield","0390","Fairfield",7068,90,14246,7068
"G4500430","1850","South Carolina","450","Georgetown","0430","Georgetown",2193,201,18253,2193
"G4500450","1850","South Carolina","450","Greenville","0450","Greenville",13370,95,6691,13370
"G4500510","1850","South Carolina","450","Horry","0510","Horry",5522,49,2075,5522
"G4500550","1850","South Carolina","450","Kershaw","0550","Kershaw",4681,214,9578,4681
"G4500570","1850","South Carolina","450","Lancaster","0570","Lancaster",5857,117,5014,5857
"G4500590","1850","South Carolina","450","Laurens","0590","Laurens",11370,84,11953,11370
"G4500630","1850","South Carolina","450","Lexington","0630","Lexington",7350,23,5557,7350
"G4500670","1850","South Carolina","450","Marion","0670","Marion",9781,106,7520,9781
"G4500690","1850","South Carolina","450","Marlboro","0690","Marlboro",5033,156,5600,5033
"G4500710","1850","South Carolina","450","Newberry","0710","Newberry",7242,213,12688,7242
"G4500750","1850","South Carolina","450","Orangeburg","0750","Orangeburg",8120,78,15384,8120
"G4500770","1850","South Carolina","450","Pickens","0770","Pickens",13105,120,3679,13105
"G4500790","1850","South Carolina","450","Richland","0790","Richland",6764,501,12978,6764
"G4500830","1850","South Carolina","450","Spartanburg","0830","Spartanburg",18311,50,8039,18311
"G4500850","1850","South Carolina","450","Sumter","0850","Sumter",9813,342,23065,9813
"G4500870","1850","South Carolina","450","Union","0870","Union",9317,142,10392,9317
"G4500890","1850","South Carolina","450","Williamsburg","0890","Williamsburg",3902,37,8508,3902
"G4500910","1850","South Carolina","450","York","0910","York",11299,127,8007,11299
"G4700010","1850","Tennessee","470","Anderson","0010","Anderson",6391,41,506,6391
"G4700030","1850","Tennessee","470","Bedford","0030","Bedford",15937,72,5502,15937
"G4700050","1850","Tennessee","470","Benton","0050","Benton",5931,21,363,5931
"G4700070","1850","Tennessee","470","Bledsoe","0070","Bledsoe",5036,96,827,5036
"G4700090","1850","Tennessee","470","Blount","0090","Blount",11213,127,1084,11213
"G4700110","1850","Tennessee","470","Bradley","0110","Bradley",11478,37,744,11478
"G4700130","1850","Tennessee","470","Campbell","0130","Campbell",5651,99,318,5651
"G4700150","1850","Tennessee","470","Cannon","0150","Cannon",8115,24,843,8115
"G4700170","1850","Tennessee","470","Carroll","0170","Carroll",12815,17,3135,12815
"G4700190","1850","Tennessee","470","Carter","0190","Carter",5911,32,353,5911
"G4700250","1850","Tennessee","470","Claiborne","0250","Claiborne",8610,99,660,8610
"G4700290","1850","Tennessee","470","Cocke","0290","Cocke",7501,80,719,7501
"G4700310","1850","Tennessee","470","Coffee","0310","Coffee",7074,10,1267,7074
"G4700370","1850","Tennessee","470","Davidson","0370","Davidson",23853,854,14175,23853
"G4700390","1850","Tennessee","470","Decatur","0390","Decatur",5263,17,723,5263
"G4700410","1850","Tennessee","470","DeKalb","0410","De Kalb",7331,17,668,7331
"G4700430","1850","Tennessee","470","Dickson","0430","Dickson",6285,1,2118,6285
"G4700450","1850","Tennessee","470","Dyer","0450","Dyer",4884,9,1468,4884
"G4700470","1850","Tennessee","470","Fayette","0470","Fayette",11416,39,15264,11416
"G4700490","1850","Tennessee","470","Fentress","0490","Fentress",4305,1,148,4305
"G4700510","1850","Tennessee","470","Franklin","0510","Franklin",10085,60,3623,10085
"G4700530","1850","Tennessee","470","Gibson","0530","Gibson",15286,68,4194,15286
"G4700550","1850","Tennessee","470","Giles","0550","Giles",16518,73,9358,16518
"G4700570","1850","Tennessee","470","Grainger","0570","Grainger",11170,165,1035,11170
"G4700590","1850","Tennessee","470","Greene","0590","Greene",16526,205,1093,16526
"G4700610","1850","Tennessee","470","Grundy","0610","Grundy",2522,15,236,2522
"G4700650","1850","Tennessee","470","Hamilton","0650","Hamilton",9216,187,672,9216
"G4700670","1850","Tennessee","470","Hancock","0670","Hancock",5447,11,202,5447
"G4700690","1850","Tennessee","470","Hardeman","0690","Hardeman",10308,40,7108,10308
"G4700710","1850","Tennessee","470","Hardin","0710","Hardin",9040,31,1257,9040
"G4700730","1850","Tennessee","470","Hawkins","0730","Hawkins",11567,113,1690,11567
"G4700750","1850","Tennessee","470","Haywood","0750","Haywood",8711,50,8498,8711
"G4700770","1850","Tennessee","470","Henderson","0770","Henderson",10570,2,2592,10570
"G4700790","1850","Tennessee","470","Henry","0790","Henry",13387,25,4821,13387
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman",7559,22,1816,7559
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys",5304,21,1097,5304
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson",14000,115,1558,14000
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson",11458,118,1628,11458
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson",3485,14,206,3485
"G4700930","1850","Tennessee","470","Knox","0930","Knox",16385,229,2193,16385
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale",3397,6,1766,3397
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence",8094,24,1162,8094
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis",3694,8,736,3694
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln",17802,69,5621,17802
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn",12286,52,1568,12286
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy",11447,24,1393,11447
"G4701110","1850","Tennessee","470","Macon","1110","Macon",6122,60,766,6122
"G4701130","1850","Tennessee","470","Madison","1130","Madison",12857,61,8552,12857
"G4701150","1850","Tennessee","470","Marion","1150","Marion",5718,45,551,5718
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall",11915,67,3634,11915
"G4701190","1850","Tennessee","470","Maury","1190","Maury",16759,91,12670,16759
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs",4480,4,395,4480
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe",10623,63,1188,10623
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery",11900,74,9071,11900
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan",3301,28,101,3301
"G4701310","1850","Tennessee","470","Obion","1310","Obion",6572,4,1057,6572
"G4701330","1850","Tennessee","470","Overton","1330","Overton",10088,58,1065,10088
"G4701350","1850","Tennessee","470","Perry","1350","Perry",5503,5,313,5503
"G4701390","1850","Tennessee","470","Polk","1390","Polk",5884,54,400,5884
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea",3951,28,436,3951
"G4701450","1850","Tennessee","470","Roane","1450","Roane",10525,116,1544,10525
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson",11503,26,4616,11503
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford",16910,234,11978,16910
"G4701510","1850","Tennessee","470","Scott","1510","Scott",1868,0,37,1868
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier",6450,67,403,6450
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby",16579,218,14360,16579
"G4701590","1850","Tennessee","470","Smith","1590","Smith",13709,186,4517,13709
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart",7017,127,2575,7017
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan",10603,135,1004,10603
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner",14487,224,8006,14487
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton",4673,22,4192,4673
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren",2481,18,175,2481
"G4701770","1850","Tennessee","470","Warren","1770","Warren",8386,83,1710,8386
"G4701790","1850","Tennessee","470","Washington","1790","Washington",12671,260,930,12671
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne",7232,8,930,7232
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley",11525,13,3070,11525
"G4701850","1850","Tennessee","470","White","1850","White",10101,129,1214,10101
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson",14266,71,12864,14266
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson",19913,403,7127,19913
"G4800010","1850","Texas","480","Anderson","0010","Anderson",2284,0,600,2284
"G4800050","1850","Texas","480","Angelina","0050","Angelina",945,24,196,945
"G4800150","1850","Texas","480","Austin","0150","Austin",2286,6,1549,2286
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop",2180,0,919,2180
"G4800290","1850","Texas","480","Bexar","0290","Bexar",5633,30,389,5633
"G4800370","1850","Texas","480","Bowie","0370","Bowie",1271,0,1641,1271
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria",1329,5,3507,1329
"G4800410","1850","Texas","480","Brazos","0410","Brazos",466,0,148,466
"G4800510","1850","Texas","480","Burleson","0510","Burleson",1213,0,500,1213
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell",1054,1,274,1054
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun",867,9,234,867
"G4800610","1850","Texas","480","Cameron","0610","Cameron",8469,19,53,8469
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)",3089,0,1902,3089
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee",5389,1,1283,5389
"G4800850","1850","Texas","480","Collin","0850","Collin",1816,0,134,1816
"G4800890","1850","Texas","480","Colorado","0890","Colorado",1534,0,723,1534
"G4800910","1850","Texas","480","Comal","0910","Comal",1662,0,61,1662
"G4800970","1850","Texas","480","Cooke","0970","Cooke",219,0,1,219
"G4801130","1850","Texas","480","Dallas","1130","Dallas",2536,0,207,2536
"G4801210","1850","Texas","480","Denton","1210","Denton",631,0,10,631
"G4801230","1850","Texas","480","De Witt","1230","De Witt",1148,0,568,1148
"G4801390","1850","Texas","480","Ellis","1390","Ellis",902,10,77,902
"G4801470","1850","Texas","480","Fannin","1470","Fannin",3260,0,528,3260
"G4801490","1850","Texas","480","Fayette","1490","Fayette",2740,0,1016,2740
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend",974,5,1554,974
"G4801670","1850","Texas","480","Galveston","1670","Galveston",3785,30,714,3785
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie",1235,0,5,1235
"G4801750","1850","Texas","480","Goliad","1750","Goliad",435,0,213,435
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales",891,0,601,891
"G4801810","1850","Texas","480","Grayson","1810","Grayson",1822,0,186,1822
"G4801850","1850","Texas","480","Grimes","1850","Grimes",2326,2,1680,2326
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe",1171,5,335,1171
