GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B3P001,B3P002,B3P003,B3P004,B3P005,B3P006,B3P007,B3P008
"G0801090","1950","Colorado","080","Saguache","1090","Saguache",2896,41,3,6,2693,25,0,0
"G0801110","1950","Colorado","080","San Juan","1110","San Juan",711,71,3,0,638,45,3,0
"G0801130","1950","Colorado","080","San Miguel","1130","San Miguel",1379,52,1,31,1167,38,0,25
"G0801150","1950","Colorado","080","Sedgwick","1150","Sedgwick",2437,131,7,49,2314,112,7,38
"G0801170","1950","Colorado","080","Summit","1170","Summit",567,29,0,1,512,11,15,0
"G0801190","1950","Colorado","080","Teller","1190","Teller",1361,54,0,1,1284,53,1,0
"G0801210","1950","Colorado","080","Washington","1210","Washington",3875,93,1,0,3474,74,3,0
"G0801230","1950","Colorado","080","Weld","1230","Weld",31371,2475,44,449,30807,1971,51,336
"G0801250","1950","Colorado","080","Yuma","1250","Yuma",5502,94,2,1,5146,80,0,2
"G0900010","1950","Connecticut","090","Fairfield","0010","Fairfield",199513,38764,7846,213,209583,39828,8449,146
"G0900030","1950","Connecticut","090","Hartford","0030","Hartford",213318,42599,8227,153,224847,42429,8015,73
"G0900050","1950","Connecticut","090","Litchfield","0050","Litchfield",41857,6823,300,22,43011,6549,289,21
"G0900070","1950","Connecticut","090","Middlesex","0070","Middlesex",28620,4169,469,31,29195,4373,462,13
"G0900090","1950","Connecticut","090","New Haven","0090","New Haven",220242,40590,8153,249,228197,39795,8431,127
"G0900110","1950","Connecticut","090","New London","0110","New London",62642,8701,1223,243,61376,9308,1205,123
"G0900130","1950","Connecticut","090","Tolland","0130","Tolland",20558,2444,108,8,19111,2390,87,3
"G0900150","1950","Connecticut","090","Windham","0150","Windham",25950,4322,105,35,26450,4775,103,19
"G1000010","1950","Delaware","100","Kent","0010","Kent",15064,450,3517,56,15004,405,3342,32
"G1000030","1950","Delaware","100","New Castle","0030","New Castle",88245,6349,12829,86,92442,5980,12910,38
"G1000050","1950","Delaware","100","Sussex","0050","Sussex",24589,333,5606,220,24690,327,5394,177
"G1100010","1950","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",223492,19245,132909,2272,254876,20252,147894,1238
"G1200010","1950","Florida","120","Alachua","0010","Alachua",21811,378,7926,16,18007,279,8600,9
"G1200030","1950","Florida","120","Baker","0030","Baker",2473,8,781,3,2279,7,760,2
"G1200050","1950","Florida","120","Bay","0050","Bay",18220,202,3443,14,16879,223,3696,12
"G1200070","1950","Florida","120","Bradford","0070","Bradford",4260,84,1381,0,4250,63,1419,0
"G1200090","1950","Florida","120","Brevard","0090","Brevard",8397,452,2972,9,8352,451,3012,8
"G1200110","1950","Florida","120","Broward","0110","Broward",28288,2310,10284,91,29785,2191,10894,90
"G1200130","1950","Florida","120","Calhoun","0130","Calhoun",3443,5,535,0,3352,3,582,2
"G1200150","1950","Florida","120","Charlotte","0150","Charlotte",1762,59,330,7,1716,77,331,4
"G1200170","1950","Florida","120","Citrus","0170","Citrus",2269,54,757,0,2188,45,797,1
"G1200190","1950","Florida","120","Clay","0190","Clay",6713,175,1069,11,5194,136,1025,0
"G1200210","1950","Florida","120","Collier","0210","Collier",2303,56,1065,109,2101,42,745,67
"G1200230","1950","Florida","120","Columbia","0230","Columbia",5986,52,2983,8,6012,42,3129,4
"G1200250","1950","Florida","120","Dade","0250","Dade",184861,25799,31143,298,193277,25755,33804,147
"G1200270","1950","Florida","120","De Soto","0270","De Soto",3474,48,1005,1,3690,28,995,1
"G1200290","1950","Florida","120","Dixie","0290","Dixie",1679,5,292,0,1675,7,270,0
"G1200310","1950","Florida","120","Duval","0310","Duval",105458,3182,38186,108,110612,2937,43462,84
"G1200330","1950","Florida","120","Escambia","0330","Escambia",43923,830,11613,89,42116,714,13385,36
"G1200350","1950","Florida","120","Flagler","0350","Flagler",850,92,813,2,826,65,718,1
"G1200370","1950","Florida","120","Franklin","0370","Franklin",2091,40,669,0,2165,22,827,0
"G1200390","1950","Florida","120","Gadsden","0390","Gadsden",7471,178,9777,2,8195,145,10688,1
"G1200410","1950","Florida","120","Gilchrist","0410","Gilchrist",1612,3,169,5,1533,5,168,4
"G1200430","1950","Florida","120","Glades","0430","Glades",641,11,466,61,643,6,298,73
"G1200450","1950","Florida","120","Gulf","0450","Gulf",2761,15,949,4,2662,15,1047,7
"G1200470","1950","Florida","120","Hamilton","0470","Hamilton",2563,5,1857,0,2620,3,1933,0
"G1200490","1950","Florida","120","Hardee","0490","Hardee",4584,83,363,2,4579,77,385,0
"G1200510","1950","Florida","120","Hendry","0510","Hendry",2273,40,830,65,2119,39,618,67
"G1200530","1950","Florida","120","Hernando","0530","Hernando",2458,152,776,3,2412,132,760,0
"G1200550","1950","Florida","120","Highlands","0550","Highlands",4817,141,1757,5,5070,142,1703,1
"G1200570","1950","Florida","120","Hillsborough","0570","Hillsborough",96843,7457,18620,56,100193,7086,19618,21
"G1200590","1950","Florida","120","Holmes","0590","Holmes",6769,22,284,4,6572,16,321,0
"G1200610","1950","Florida","120","Indian River","0610","Indian River",4311,185,1493,2,4216,198,1466,1
"G1200630","1950","Florida","120","Jackson","0630","Jackson",11516,46,5571,12,11454,55,5971,20
"G1200650","1950","Florida","120","Jefferson","0650","Jefferson",1898,19,3131,1,1973,10,3381,0
"G1200670","1950","Florida","120","Lafayette","0670","Lafayette",1640,6,163,0,1465,4,162,0
"G1200690","1950","Florida","120","Lake","0690","Lake",13176,455,4240,5,13698,469,4293,4
"G1200710","1950","Florida","120","Lee","0710","Lee",8915,323,2286,3,9171,301,2404,1
"G1200730","1950","Florida","120","Leon","0730","Leon",14438,210,9593,9,16349,212,10777,2
"G1200750","1950","Florida","120","Levy","0750","Levy",3536,23,1804,1,3461,14,1798,0
"G1200770","1950","Florida","120","Liberty","0770","Liberty",1308,1,283,0,1290,2,297,1
"G1200790","1950","Florida","120","Madison","0790","Madison",3891,25,3114,0,3787,17,3360,3
"G1200810","1950","Florida","120","Manatee","0810","Manatee",12448,550,3818,5,13226,564,4085,8
"G1200830","1950","Florida","120","Marion","0830","Marion",11366,277,7002,3,11680,270,7587,2
"G1200850","1950","Florida","120","Martin","0850","Martin",2728,156,1125,0,2588,132,1078,0
"G1200870","1950","Florida","120","Monroe","0870","Monroe",15644,592,1627,60,9798,702,1530,4
"G1200890","1950","Florida","120","Nassau","0890","Nassau",4431,84,1905,4,4239,50,2097,1
"G1200910","1950","Florida","120","Okaloosa","0910","Okaloosa",13991,120,1283,10,11033,191,903,2
"G1200930","1950","Florida","120","Okeechobee","0930","Okeechobee",1377,17,314,1,1403,16,322,4
"G1200950","1950","Florida","120","Orange","0950","Orange",42144,1793,11156,19,46263,1984,11575,16
"G1200970","1950","Florida","120","Osceola","0970","Osceola",4544,204,746,2,4947,219,742,2
"G1200990","1950","Florida","120","Palm Beach","0990","Palm Beach",35058,3439,17775,32,37931,3463,16971,19
"G1201010","1950","Florida","120","Pasco","1010","Pasco",8486,476,1459,2,8348,443,1314,1
"G1201030","1950","Florida","120","Pinellas","1030","Pinellas",59795,5903,8703,26,68795,6044,9954,29
"G1201050","1950","Florida","120","Polk","1050","Polk",47687,1118,12690,31,48579,1036,12836,20
"G1201070","1950","Florida","120","Putnam","1070","Putnam",7276,201,4213,3,7350,180,4389,3
"G1201090","1950","Florida","120","St Johns","1090","St Johns",7734,344,3988,3,8219,374,4311,25
"G1201110","1950","Florida","120","St Lucie","1110","St Lucie",6588,334,3167,29,6594,270,3162,36
"G1201130","1950","Florida","120","Santa Rosa","1130","Santa Rosa",8923,32,783,4,7979,36,795,2
"G1201150","1950","Florida","120","Sarasota","1150","Sarasota",11091,712,2257,10,11688,725,2342,2
"G1201170","1950","Florida","120","Seminole","1170","Seminole",7105,278,5742,4,7309,251,6193,1
"G1201190","1950","Florida","120","Sumter","1190","Sumter",4198,26,1530,0,4024,30,1520,2
"G1201210","1950","Florida","120","Suwannee","1210","Suwannee",6049,33,2474,4,5894,25,2506,1
"G1201230","1950","Florida","120","Taylor","1230","Taylor",3616,32,1545,1,3574,13,1635,0
"G1201250","1950","Florida","120","Union","1250","Union",3797,51,2496,1,1821,6,734,0
"G1201270","1950","Florida","120","Volusia","1270","Volusia",25983,1670,7799,22,28455,1736,8550,14
"G1201290","1950","Florida","120","Wakulla","1290","Wakulla",1823,10,782,0,1785,13,845,0
"G1201310","1950","Florida","120","Walton","1310","Walton",6232,111,949,2,6323,101,1007,0
"G1201330","1950","Florida","120","Washington","1330","Washington",4891,14,1036,1,4850,14,1082,0
"G1300010","1950","Georgia","130","Appling","0010","Appling",5841,16,1285,2,5521,16,1321,1
"G1300030","1950","Georgia","130","Atkinson","0030","Atkinson",2910,6,815,0,2795,5,830,1
"G1300050","1950","Georgia","130","Bacon","0050","Bacon",3948,10,517,1,3918,4,540,2
"G1300070","1950","Georgia","130","Baker","0070","Baker",1197,7,1847,1,1106,9,1785,0
"G1300090","1950","Georgia","130","Baldwin","0090","Baldwin",8033,65,5707,1,9681,66,6149,4
"G1300110","1950","Georgia","130","Banks","0110","Banks",3279,4,206,1,3241,8,196,0
"G1300130","1950","Georgia","130","Barrow","0130","Barrow",5231,8,1095,0,5517,8,1255,1
"G1300150","1950","Georgia","130","Bartow","0150","Bartow",11589,21,1904,2,11719,25,2110,0
"G1300170","1950","Georgia","130","Ben Hill","0170","Ben Hill",4918,25,2245,1,5143,26,2520,1
"G1300190","1950","Georgia","130","Berrien","0190","Berrien",6135,9,962,1,5866,9,983,1
"G1300210","1950","Georgia","130","Bibb","0210","Bibb",34476,281,18763,10,38164,296,22076,13
"G1300230","1950","Georgia","130","Bleckley","0230","Bleckley",3189,8,1360,0,3137,14,1509,1
"G1300250","1950","Georgia","130","Brantley","0250","Brantley",2848,3,391,1,2748,4,392,0
"G1300270","1950","Georgia","130","Brooks","0270","Brooks",4640,12,4274,3,4608,14,4618,0
"G1300290","1950","Georgia","130","Bryan","0290","Bryan",1834,7,1182,0,1751,10,1180,1
"G1300310","1950","Georgia","130","Bulloch","0310","Bulloch",7850,27,4544,3,7709,29,4578,0
"G1300330","1950","Georgia","130","Burke","0330","Burke",3372,13,7840,1,3321,18,8892,1
"G1300350","1950","Georgia","130","Butts","0350","Butts",2437,5,1975,1,2489,10,2162,0
"G1300370","1950","Georgia","130","Calhoun","0370","Calhoun",1382,4,2835,0,1392,7,2955,3
"G1300390","1950","Georgia","130","Camden","0390","Camden",1844,14,1802,10,1743,12,1890,7
"G1300430","1950","Georgia","130","Candler","0430","Candler",2680,6,1359,1,2590,1,1426,0
"G1300450","1950","Georgia","130","Carroll","0450","Carroll",13568,29,3168,17,13841,24,3444,21
"G1300470","1950","Georgia","130","Catoosa","0470","Catoosa",7376,20,164,1,7410,21,154,0
"G1300490","1950","Georgia","130","Charlton","0490","Charlton",1809,6,711,0,1621,1,672,1
"G1300510","1950","Georgia","130","Chatham","0510","Chatham",44241,992,27236,58,46635,1066,31214,39
"G1300530","1950","Georgia","130","Chattahoochee","0530","Chattahoochee",8019,91,1294,36,2041,102,562,4
"G1300550","1950","Georgia","130","Chattooga","0550","Chattooga",9525,6,983,6,9697,6,971,3
"G1300570","1950","Georgia","130","Cherokee","0570","Cherokee",9985,12,405,0,9917,13,418,0
"G1300590","1950","Georgia","130","Clarke","0590","Clarke",13321,117,4528,5,13049,127,5400,3
"G1300610","1950","Georgia","130","Clay","0610","Clay",864,2,1933,0,904,3,2138,0
"G1300630","1950","Georgia","130","Clayton","0630","Clayton",9996,45,1793,24,8969,69,1975,1
"G1300650","1950","Georgia","130","Clinch","0650","Clinch",1967,4,1076,0,1928,4,1028,0
"G1300670","1950","Georgia","130","Cobb","0670","Cobb",27585,132,3017,9,27752,137,3197,1
"G1300690","1950","Georgia","130","Coffee","0690","Coffee",9344,21,2832,2,8783,25,2954,0
"G1300710","1950","Georgia","130","Colquitt","0710","Colquitt",13083,27,3817,5,12847,28,4190,2
"G1300730","1950","Georgia","130","Columbia","0730","Columbia",2502,15,2245,2,2434,16,2311,0
"G1300750","1950","Georgia","130","Cook","0750","Cook",4373,13,1653,0,4427,9,1726,0
"G1300770","1950","Georgia","130","Coweta","0770","Coweta",8505,16,5148,0,8786,26,5304,1
"G1300790","1950","Georgia","130","Crawford","0790","Crawford",1292,2,1764,0,1274,3,1744,1
"G1300810","1950","Georgia","130","Crisp","0810","Crisp",4802,27,3667,1,5053,23,4088,2
"G1300830","1950","Georgia","130","Dade","0830","Dade",3661,10,80,3,3536,2,72,0
"G1300850","1950","Georgia","130","Dawson","0850","Dawson",1869,2,0,0,1841,0,0,0
"G1300870","1950","Georgia","130","Decatur","0870","Decatur",6237,39,5189,2,6353,27,5769,4
"G1300890","1950","Georgia","130","DeKalb","0890","De Kalb",58791,748,6780,30,61708,738,7581,19
"G1300910","1950","Georgia","130","Dodge","0910","Dodge",6255,10,2623,1,6180,12,2782,2
"G1300930","1950","Georgia","130","Dooly","0930","Dooly",3319,7,3624,1,3315,8,3885,0
"G1300950","1950","Georgia","130","Dougherty","0950","Dougherty",12440,123,8431,4,12186,168,10262,3
"G1300970","1950","Georgia","130","Douglas","0970","Douglas",5126,9,965,0,5050,3,1019,1
"G1300990","1950","Georgia","130","Early","0990","Early",4119,5,4494,0,4065,5,4721,4
"G1301010","1950","Georgia","130","Echols","1010","Echols",907,3,378,1,854,5,346,0
"G1301030","1950","Georgia","130","Effingham","1030","Effingham",2834,8,1753,0,2824,3,1711,0
"G1301050","1950","Georgia","130","Elbert","1050","Elbert",6081,55,3061,1,6189,33,3164,1
"G1301070","1950","Georgia","130","Emanuel","1070","Emanuel",6495,12,3385,6,6326,16,3546,3
"G1301090","1950","Georgia","130","Evans","1090","Evans",2100,9,1157,0,2066,8,1313,0
"G1301110","1950","Georgia","130","Fannin","1110","Fannin",7563,13,31,5,7533,12,35,0
"G1301130","1950","Georgia","130","Fayette","1130","Fayette",2743,4,1256,0,2679,8,1288,0
"G1301150","1950","Georgia","130","Floyd","1150","Floyd",25893,103,4251,12,27523,93,5022,2
"G1301170","1950","Georgia","130","Forsyth","1170","Forsyth",5475,14,27,3,5461,5,20,0
"G1301190","1950","Georgia","130","Franklin","1190","Franklin",6225,22,871,2,6372,18,936,0
"G1301210","1950","Georgia","130","Fulton","1210","Fulton",155180,2568,66686,109,168279,2363,78330,57
"G1301230","1950","Georgia","130","Gilmer","1230","Gilmer",5051,7,13,2,4877,6,7,0
"G1301250","1950","Georgia","130","Glascock","1250","Glascock",1322,0,470,0,1297,1,489,0
"G1301270","1950","Georgia","130","Glynn","1270","Glynn",9501,179,4316,4,9941,137,4965,3
"G1301290","1950","Georgia","130","Gordon","1290","Gordon",8864,15,552,1,8946,8,536,0
"G1301310","1950","Georgia","130","Grady","1310","Grady",6283,11,3087,0,6208,8,3331,0
"G1301330","1950","Georgia","130","Greene","1330","Greene",3131,14,3179,1,3136,13,3366,3
"G1301350","1950","Georgia","130","Gwinnett","1350","Gwinnett",14660,19,1506,6,14577,12,1538,2
"G1301370","1950","Georgia","130","Habersham","1370","Habersham",7908,23,280,1,7977,28,336,0
"G1301390","1950","Georgia","130","Hall","1390","Hall",17553,44,1831,0,18563,34,2085,3
"G1301410","1950","Georgia","130","Hancock","1410","Hancock",1452,3,3972,0,1549,1,4075,0
"G1301430","1950","Georgia","130","Haralson","1430","Haralson",6548,5,579,4,6837,10,678,2
"G1301450","1950","Georgia","130","Harris","1450","Harris",2400,11,3183,0,2470,10,3190,1
"G1301470","1950","Georgia","130","Hart","1470","Hart",5504,5,1725,3,5408,10,1840,0
"G1301490","1950","Georgia","130","Heard","1490","Heard",2613,6,888,0,2511,0,957,0
"G1301510","1950","Georgia","130","Henry","1510","Henry",4431,14,3465,0,4323,15,3609,0
"G1301530","1950","Georgia","130","Houston","1530","Houston",7080,46,3603,7,6382,68,3777,1
"G1301550","1950","Georgia","130","Irwin","1550","Irwin",3904,2,2153,1,3735,4,2174,0
"G1301570","1950","Georgia","130","Jackson","1570","Jackson",7953,10,1439,2,8083,8,1502,0
"G1301590","1950","Georgia","130","Jasper","1590","Jasper",1620,2,2057,1,1624,4,2162,3
"G1301610","1950","Georgia","130","Jeff Davis","1610","Jeff Davis",3758,4,947,0,3595,3,992,0
"G1301630","1950","Georgia","130","Jefferson","1630","Jefferson",3998,8,5076,1,3994,10,5766,2
"G1301650","1950","Georgia","130","Jenkins","1650","Jenkins",2409,17,2596,0,2324,9,2906,3
"G1301670","1950","Georgia","130","Johnson","1670","Johnson",3267,8,1610,0,3290,5,1713,0
"G1301690","1950","Georgia","130","Jones","1690","Jones",1675,4,2054,1,1706,7,2090,1
"G1301710","1950","Georgia","130","Lamar","1710","Lamar",2958,11,1985,0,3083,19,2185,1
"G1301730","1950","Georgia","130","Lanier","1730","Lanier",1814,2,828,1,1717,2,787,0
"G1301750","1950","Georgia","130","Laurens","1750","Laurens",9949,29,6413,2,9793,45,6889,3
"G1301770","1950","Georgia","130","Lee","1770","Lee",938,4,2315,0,968,7,2442,0
"G1301790","1950","Georgia","130","Liberty","1790","Liberty",1669,8,2561,0,1591,9,2605,1
"G1301810","1950","Georgia","130","Lincoln","1810","Lincoln",1647,3,1604,4,1647,8,1549,0
"G1301830","1950","Georgia","130","Long","1830","Long",1184,3,641,0,1161,2,607,0
"G1301850","1950","Georgia","130","Lowndes","1850","Lowndes",10177,69,6805,1,10547,62,7549,1
"G1301870","1950","Georgia","130","Lumpkin","1870","Lumpkin",3379,7,71,0,3044,6,67,0
"G1301890","1950","Georgia","130","McDuffie","1890","Mcduffie",3107,14,2469,0,3124,14,2715,0
"G1301910","1950","Georgia","130","McIntosh","1910","Mcintosh",1195,13,1779,0,1115,13,1893,0
"G1301930","1950","Georgia","130","Macon","1930","Macon",2374,5,4409,1,2430,6,4987,1
"G1301950","1950","Georgia","130","Madison","1950","Madison",4973,6,1132,3,4913,12,1198,1
"G1301970","1950","Georgia","130","Marion","1970","Marion",1327,1,1869,1,1334,0,1989,0
"G1301990","1950","Georgia","130","Meriwether","1990","Meriwether",4965,19,5129,3,5325,23,5589,2
"G1302010","1950","Georgia","130","Miller","2010","Miller",3251,0,1303,0,3083,3,1383,0
"G1302050","1950","Georgia","130","Mitchell","2050","Mitchell",5584,9,5429,12,5597,8,5886,3
"G1302070","1950","Georgia","130","Monroe","2070","Monroe",2417,10,2573,0,2735,10,2777,1
"G1302090","1950","Georgia","130","Montgomery","2090","Montgomery",2405,3,1567,0,2287,6,1633,0
"G1302110","1950","Georgia","130","Morgan","2110","Morgan",2860,4,2957,3,2839,6,3230,0
"G1302130","1950","Georgia","130","Murray","2130","Murray",5291,7,86,1,5198,5,87,1
"G1302150","1950","Georgia","130","Muscogee","2150","Muscogee",44640,429,14172,60,41420,753,16520,34
"G1302170","1950","Georgia","130","Newton","2170","Newton",6713,14,3201,1,6750,20,3484,2
"G1302190","1950","Georgia","130","Oconee","2190","Oconee",2576,5,911,1,2602,3,911,0
"G1302210","1950","Georgia","130","Oglethorpe","2210","Oglethorpe",2815,6,2143,3,2812,9,2170,0
"G1302230","1950","Georgia","130","Paulding","2230","Paulding",5280,9,605,0,5208,6,643,1
"G1302250","1950","Georgia","130","Peach","2250","Peach",2217,10,3302,0,2296,8,3871,1
"G1302270","1950","Georgia","130","Pickens","2270","Pickens",4250,5,201,0,4186,11,200,2
"G1302290","1950","Georgia","130","Pierce","2290","Pierce",4441,5,1157,1,4246,16,1245,1
"G1302310","1950","Georgia","130","Pike","2310","Pike",2305,4,1889,0,2269,2,1988,2
"G1302330","1950","Georgia","130","Polk","2330","Polk",12589,15,2351,0,13378,26,2616,1
"G1302350","1950","Georgia","130","Pulaski","2350","Pulaski",2200,7,2048,1,2221,8,2320,3
"G1302370","1950","Georgia","130","Putnam","2370","Putnam",1695,3,2089,0,1736,3,2202,3
"G1302390","1950","Georgia","130","Quitman","2390","Quitman",498,1,969,0,518,0,1029,0
"G1302410","1950","Georgia","130","Rabun","2410","Rabun",3662,10,41,0,3652,7,51,1
"G1302430","1950","Georgia","130","Randolph","2430","Randolph",2239,6,4259,1,2507,8,4782,2
"G1302450","1950","Georgia","130","Richmond","2450","Richmond",37194,457,16925,161,33894,538,19591,116
"G1302470","1950","Georgia","130","Rockdale","2470","Rockdale",3006,12,1212,2,2960,6,1265,1
"G1302490","1950","Georgia","130","Schley","2490","Schley",808,2,1158,0,830,1,1237,0
"G1302510","1950","Georgia","130","Screven","2510","Screven",3934,29,5025,3,3867,19,5123,0
