GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G3700870","1860","North Carolina","370","Haywood","0870","Haywood",5474,14,313,0,,
"G3700890","1860","North Carolina","370","Henderson","0890","Henderson",8981,85,1382,0,,
"G3700910","1860","North Carolina","370","Hertford","0910","Hertford",3947,1112,4445,0,,
"G3700950","1860","North Carolina","370","Hyde","0950","Hyde",4682,257,2791,2,,
"G3700970","1860","North Carolina","370","Iredell","0970","Iredell",11141,29,4177,0,,
"G3700990","1860","North Carolina","370","Jackson","0990","Jackson",4179,6,268,1062,,
"G3701010","1860","North Carolina","370","Johnston","1010","Johnston",10545,195,4916,0,,
"G3701030","1860","North Carolina","370","Jones","1030","Jones",2204,113,3413,0,,
"G3701070","1860","North Carolina","370","Lenoir","1070","Lenoir",4902,178,5140,0,,
"G3701090","1860","North Carolina","370","Lincoln","1090","Lincoln",5999,81,2115,0,,
"G3701110","1860","North Carolina","370","McDowell","1110","Mcdowell",5542,273,1305,0,,
"G3701130","1860","North Carolina","370","Macon","1130","Macon",5315,115,519,55,,
"G3701150","1860","North Carolina","370","Madison","1150","Madison",5678,17,213,0,,
"G3701170","1860","North Carolina","370","Martin","1170","Martin",5435,451,4309,0,,
"G3701190","1860","North Carolina","370","Mecklenburg","1190","Mecklenburg",10534,293,6541,6,,
"G3701230","1860","North Carolina","370","Montgomery","1230","Montgomery",5780,46,1823,0,,
"G3701250","1860","North Carolina","370","Moore","1250","Moore",8725,184,2518,0,,
"G3701270","1860","North Carolina","370","Nash","1270","Nash",6320,687,4680,0,,
"G3701290","1860","North Carolina","370","New Hanover","1290","New Hanover",10615,767,10331,2,,
"G3701310","1860","North Carolina","370","Northampton","1310","Northampton",5909,659,6804,0,,
"G3701330","1860","North Carolina","370","Onslow","1330","Onslow",5195,162,3499,0,,
"G3701350","1860","North Carolina","370","Orange","1350","Orange",11311,528,5108,0,,
"G3701390","1860","North Carolina","370","Pasquotank","1390","Pasquotank",4450,1507,2983,0,,
"G3701430","1860","North Carolina","370","Perquimans","1430","Perquimans",3285,395,3558,0,,
"G3701450","1860","North Carolina","370","Person","1450","Person",5708,318,5195,0,,
"G3701470","1860","North Carolina","370","Pitt","1470","Pitt",7480,127,8473,0,,
"G3701490","1860","North Carolina","370","Polk","1490","Polk",3312,106,620,5,,
"G3701510","1860","North Carolina","370","Randolph","1510","Randolph",14716,432,1645,0,,
"G3701530","1860","North Carolina","370","Richmond","1530","Richmond",5211,345,5453,0,,
"G3701550","1860","North Carolina","370","Robeson","1550","Robeson",8572,1462,5455,0,,
"G3701570","1860","North Carolina","370","Rockingham","1570","Rockingham",10019,409,6318,0,,
"G3701590","1860","North Carolina","370","Rowan","1590","Rowan",10523,136,3930,0,,
"G3701610","1860","North Carolina","370","Rutherford","1610","Rutherford",9059,123,2391,0,,
"G3701630","1860","North Carolina","370","Sampson","1630","Sampson",9108,488,7028,0,,
"G3701670","1860","North Carolina","370","Stanly","1670","Stanly",6587,45,1169,0,,
"G3701690","1860","North Carolina","370","Stokes","1690","Stokes",7847,86,2469,0,,
"G3701710","1860","North Carolina","370","Surry","1710","Surry",8950,184,1246,0,,
"G3701770","1860","North Carolina","370","Tyrrell","1770","Tyrrell",3204,143,1597,0,,
"G3701790","1860","North Carolina","370","Union","1790","Union",8903,53,2246,0,,
"G3701830","1860","North Carolina","370","Wake","1830","Wake",16448,1446,10733,0,,
"G3701850","1860","North Carolina","370","Warren","1850","Warren",4923,402,10401,0,,
"G3701870","1860","North Carolina","370","Washington","1870","Washington",3593,299,2465,0,,
"G3701890","1860","North Carolina","370","Watauga","1890","Watauga",4772,81,104,0,,
"G3701910","1860","North Carolina","370","Wayne","1910","Wayne",8717,737,5451,0,,
"G3701930","1860","North Carolina","370","Wilkes","1930","Wilkes",13280,261,1208,0,,
"G3701950","1860","North Carolina","370","Wilson","1950","Wilson",5943,281,3496,0,,
"G3701970","1860","North Carolina","370","Yadkin","1970","Yadkin",9106,172,1436,0,,
"G3701990","1860","North Carolina","370","Yancey","1990","Yancey",8226,67,362,0,,
"G3900010","1860","Ohio","390","Adams","0010","Adams",20204,105,0,0,,
"G3900030","1860","Ohio","390","Allen","0030","Allen",19115,70,0,0,,
"G3900050","1860","Ohio","390","Ashland","0050","Ashland",22935,16,0,0,,
"G3900070","1860","Ohio","390","Ashtabula","0070","Ashtabula",31789,25,0,0,,
"G3900090","1860","Ohio","390","Athens","0090","Athens",20976,386,0,2,,
"G3900110","1860","Ohio","390","Auglaize","0110","Auglaize",17123,64,0,0,,
"G3900130","1860","Ohio","390","Belmont","0130","Belmont",35401,997,0,0,,
"G3900150","1860","Ohio","390","Brown","0150","Brown",28842,1116,0,0,,
"G3900170","1860","Ohio","390","Butler","0170","Butler",35111,729,0,0,,
"G3900190","1860","Ohio","390","Carroll","0190","Carroll",15697,41,0,0,,
"G3900210","1860","Ohio","390","Champaign","0210","Champaign",21910,788,0,0,,
"G3900230","1860","Ohio","390","Clark","0230","Clark",24808,492,0,0,,
"G3900250","1860","Ohio","390","Clermont","0250","Clermont",32201,833,0,0,,
"G3900270","1860","Ohio","390","Clinton","0270","Clinton",20638,823,0,0,,
"G3900290","1860","Ohio","390","Columbiana","0290","Columbiana",32556,280,0,0,,
"G3900310","1860","Ohio","390","Coshocton","0310","Coshocton",25008,24,0,0,,
"G3900330","1860","Ohio","390","Crawford","0330","Crawford",23841,40,0,0,,
"G3900350","1860","Ohio","390","Cuyahoga","0350","Cuyahoga",77139,894,0,0,,
"G3900370","1860","Ohio","390","Darke","0370","Darke",25528,481,0,0,,
"G3900390","1860","Ohio","390","Defiance","0390","Defiance",11808,78,0,0,,
"G3900410","1860","Ohio","390","Delaware","0410","Delaware",23771,131,0,0,,
"G3900430","1860","Ohio","390","Erie","0430","Erie",24325,149,0,0,,
"G3900450","1860","Ohio","390","Fairfield","0450","Fairfield",30281,257,0,0,,
"G3900470","1860","Ohio","390","Fayette","0470","Fayette",15246,689,0,0,,
"G3900490","1860","Ohio","390","Franklin","0490","Franklin",48783,1578,0,0,,
"G3900510","1860","Ohio","390","Fulton","0510","Fulton",14034,1,0,8,,
"G3900530","1860","Ohio","390","Gallia","0530","Gallia",20453,1590,0,0,,
"G3900550","1860","Ohio","390","Geauga","0550","Geauga",15810,7,0,0,,
"G3900570","1860","Ohio","390","Greene","0570","Greene",24722,1475,0,0,,
"G3900590","1860","Ohio","390","Guernsey","0590","Guernsey",24197,277,0,0,,
"G3900610","1860","Ohio","390","Hamilton","0610","Hamilton",211802,4608,0,0,,
"G3900630","1860","Ohio","390","Hancock","0630","Hancock",22836,50,0,0,,
"G3900650","1860","Ohio","390","Hardin","0650","Hardin",13460,110,0,0,,
"G3900670","1860","Ohio","390","Harrison","0670","Harrison",18953,157,0,0,,
"G3900690","1860","Ohio","390","Henry","0690","Henry",8900,1,0,0,,
"G3900710","1860","Ohio","390","Highland","0710","Highland",26815,958,0,0,,
"G3900730","1860","Ohio","390","Hocking","0730","Hocking",16838,219,0,0,,
"G3900750","1860","Ohio","390","Holmes","0750","Holmes",20584,5,0,0,,
"G3900770","1860","Ohio","390","Huron","0770","Huron",29537,79,0,0,,
"G3900790","1860","Ohio","390","Jackson","0790","Jackson",17245,696,0,0,,
"G3900810","1860","Ohio","390","Jefferson","0810","Jefferson",25408,707,0,0,,
"G3900830","1860","Ohio","390","Knox","0830","Knox",27676,59,0,0,,
"G3900850","1860","Ohio","390","Lake","0850","Lake",15540,36,0,0,,
"G3900870","1860","Ohio","390","Lawrence","0870","Lawrence",22564,685,0,0,,
"G3900890","1860","Ohio","390","Licking","0890","Licking",36868,143,0,0,,
"G3900910","1860","Ohio","390","Logan","0910","Logan",20341,655,0,0,,
"G3900930","1860","Ohio","390","Lorain","0930","Lorain",29195,549,0,0,,
"G3900950","1860","Ohio","390","Lucas","0950","Lucas",25553,278,0,0,,
"G3900970","1860","Ohio","390","Madison","0970","Madison",12739,276,0,0,,
"G3900990","1860","Ohio","390","Mahoning","0990","Mahoning",25832,61,0,1,,
"G3901010","1860","Ohio","390","Marion","1010","Marion",15444,46,0,0,,
"G3901030","1860","Ohio","390","Medina","1030","Medina",22479,38,0,0,,
"G3901050","1860","Ohio","390","Meigs","1050","Meigs",26243,291,0,0,,
"G3901070","1860","Ohio","390","Mercer","1070","Mercer",13498,606,0,0,,
"G3901090","1860","Ohio","390","Miami","1090","Miami",29157,800,0,2,,
"G3901110","1860","Ohio","390","Monroe","1110","Monroe",25657,84,0,0,,
"G3901130","1860","Ohio","390","Montgomery","1130","Montgomery",51834,395,0,1,,
"G3901150","1860","Ohio","390","Morgan","1150","Morgan",21976,143,0,0,,
"G3901170","1860","Ohio","390","Morrow","1170","Morrow",20356,89,0,0,,
"G3901190","1860","Ohio","390","Muskingum","1190","Muskingum",43326,1090,0,0,,
"G3901210","1860","Ohio","390","Noble","1210","Noble",20729,22,0,0,,
"G3901230","1860","Ohio","390","Ottawa","1230","Ottawa",7016,0,0,0,,
"G3901250","1860","Ohio","390","Paulding","1250","Paulding",4811,134,0,0,,
"G3901270","1860","Ohio","390","Perry","1270","Perry",19629,49,0,0,,
"G3901290","1860","Ohio","390","Pickaway","1290","Pickaway",22530,939,0,0,,
"G3901310","1860","Ohio","390","Pike","1310","Pike",12801,842,0,0,,
"G3901330","1860","Ohio","390","Portage","1330","Portage",24132,76,0,0,,
"G3901350","1860","Ohio","390","Preble","1350","Preble",21696,124,0,0,,
"G3901370","1860","Ohio","390","Putnam","1370","Putnam",12802,6,0,0,,
"G3901390","1860","Ohio","390","Richland","1390","Richland",31140,18,0,0,,
"G3901410","1860","Ohio","390","Ross","1410","Ross",32290,2781,0,0,,
"G3901430","1860","Ohio","390","Sandusky","1430","Sandusky",21374,55,0,0,,
"G3901450","1860","Ohio","390","Scioto","1450","Scioto",23974,323,0,0,,
"G3901470","1860","Ohio","390","Seneca","1470","Seneca",30744,123,0,1,,
"G3901490","1860","Ohio","390","Shelby","1490","Shelby",16913,580,0,0,,
"G3901510","1860","Ohio","390","Stark","1510","Stark",42806,172,0,0,,
"G3901530","1860","Ohio","390","Summit","1530","Summit",27251,88,0,5,,
"G3901550","1860","Ohio","390","Trumbull","1550","Trumbull",30576,80,0,0,,
"G3901570","1860","Ohio","390","Tuscarawas","1570","Tuscarawas",32393,70,0,0,,
"G3901590","1860","Ohio","390","Union","1590","Union",16284,223,0,0,,
"G3901610","1860","Ohio","390","Van Wert","1610","Van Wert",10170,68,0,0,,
"G3901630","1860","Ohio","390","Vinton","1630","Vinton",13478,153,0,0,,
"G3901650","1860","Ohio","390","Warren","1650","Warren",26219,676,0,7,,
"G3901670","1860","Ohio","390","Washington","1670","Washington",35620,648,0,0,,
"G3901690","1860","Ohio","390","Wayne","1690","Wayne",32456,27,0,0,,
"G3901710","1860","Ohio","390","Williams","1710","Williams",16632,1,0,0,,
"G3901730","1860","Ohio","390","Wood","1730","Wood",17883,3,0,0,,
"G3901750","1860","Ohio","390","Wyandot","1750","Wyandot",15551,42,0,3,,
"G4100030","1860","Oregon","410","Benton","0030","Benton",3059,10,0,5,,
"G4100050","1860","Oregon","410","Clackamas","0050","Clackamas",3464,1,0,1,,
"G4100070","1860","Oregon","410","Clatsop","0070","Clatsop",496,2,0,0,,
"G4100090","1860","Oregon","410","Columbia","0090","Columbia",532,0,0,0,,
"G4100110","1860","Oregon","410","Coos","0110","Coos",421,0,0,24,,
"G4100150","1860","Oregon","410","Curry","0150","Curry",376,0,0,17,,
"G4100190","1860","Oregon","410","Douglas","0190","Douglas",3167,9,0,27,,
"G4100290","1860","Oregon","410","Jackson","0290","Jackson",3689,42,0,5,,
"G4100330","1860","Oregon","410","Josephine","0330","Josephine",1609,4,0,10,,
"G4100390","1860","Oregon","410","Lane","0390","Lane",4779,1,0,0,,
"G4100430","1860","Oregon","410","Linn","0430","Linn",6763,7,0,2,,
"G4100470","1860","Oregon","410","Marion","0470","Marion",7022,20,0,46,,
"G4100510","1860","Oregon","410","Multnomah","0510","Multnomah",4126,17,0,7,,
"G4100530","1860","Oregon","410","Polk","0530","Polk",3623,2,0,0,,
"G4100570","1860","Oregon","410","Tillamook","0570","Tillamook",95,0,0,0,,
"G4100595","1860","Oregon","410","Umpqua","0595","Umpqua",1242,3,0,5,,
"G4100650","1860","Oregon","410","Wasco","0650","Wasco",1673,9,0,7,,
"G4100670","1860","Oregon","410","Washington","0670","Washington",2780,0,0,21,,
"G4100710","1860","Oregon","410","Yamhill","0710","Yamhill",3244,1,0,0,,
"G4200010","1860","Pennsylvania","420","Adams","0010","Adams",27532,474,0,0,,
"G4200030","1860","Pennsylvania","420","Allegheny","0030","Allegheny",176102,2725,0,4,,
"G4200050","1860","Pennsylvania","420","Armstrong","0050","Armstrong",35619,178,0,0,,
"G4200070","1860","Pennsylvania","420","Beaver","0070","Beaver",28866,274,0,0,,
"G4200090","1860","Pennsylvania","420","Bedford","0090","Bedford",26242,494,0,0,,
"G4200110","1860","Pennsylvania","420","Berks","0110","Berks",93321,497,0,0,,
"G4200130","1860","Pennsylvania","420","Blair","0130","Blair",27546,283,0,0,,
"G4200150","1860","Pennsylvania","420","Bradford","0150","Bradford",48531,203,0,0,,
"G4200170","1860","Pennsylvania","420","Bucks","0170","Bucks",61959,1618,0,1,,
"G4200190","1860","Pennsylvania","420","Butler","0190","Butler",35538,56,0,0,,
"G4200210","1860","Pennsylvania","420","Cambria","0210","Cambria",29040,115,0,0,,
"G4200250","1860","Pennsylvania","420","Carbon","0250","Carbon",21024,9,0,0,,
"G4200270","1860","Pennsylvania","420","Centre","0270","Centre",26739,261,0,0,,
"G4200290","1860","Pennsylvania","420","Chester","0290","Chester",68671,5907,0,0,,
"G4200310","1860","Pennsylvania","420","Clarion","0310","Clarion",24925,63,0,0,,
"G4200330","1860","Pennsylvania","420","Clearfield","0330","Clearfield",18678,81,0,0,,
"G4200350","1860","Pennsylvania","420","Clinton","0350","Clinton",17586,137,0,0,,
"G4200370","1860","Pennsylvania","420","Columbia","0370","Columbia",24962,103,0,0,,
"G4200390","1860","Pennsylvania","420","Crawford","0390","Crawford",48573,182,0,0,,
"G4200410","1860","Pennsylvania","420","Cumberland","0410","Cumberland",38758,1340,0,0,,
"G4200430","1860","Pennsylvania","420","Dauphin","0430","Dauphin",45047,1709,0,0,,
"G4200450","1860","Pennsylvania","420","Delaware","0450","Delaware",28948,1649,0,0,,
"G4200470","1860","Pennsylvania","420","Elk","0470","Elk",5904,11,0,0,,
"G4200490","1860","Pennsylvania","420","Erie","0490","Erie",49251,181,0,0,,
"G4200510","1860","Pennsylvania","420","Fayette","0510","Fayette",38360,1549,0,0,,
"G4200530","1860","Pennsylvania","420","Forest","0530","Forest",898,0,0,0,,
"G4200550","1860","Pennsylvania","420","Franklin","0550","Franklin",40327,1799,0,0,,
"G4200570","1860","Pennsylvania","420","Fulton","0570","Fulton",9030,101,0,0,,
"G4200590","1860","Pennsylvania","420","Greene","0590","Greene",23816,526,0,1,,
"G4200610","1860","Pennsylvania","420","Huntingdon","0610","Huntingdon",27810,290,0,0,,
"G4200630","1860","Pennsylvania","420","Indiana","0630","Indiana",33501,186,0,0,,
"G4200650","1860","Pennsylvania","420","Jefferson","0650","Jefferson",18189,81,0,0,,
"G4200670","1860","Pennsylvania","420","Juniata","0670","Juniata",16725,261,0,0,,
"G4200710","1860","Pennsylvania","420","Lancaster","0710","Lancaster",112854,3459,0,1,,
"G4200730","1860","Pennsylvania","420","Lawrence","0730","Lawrence",22897,102,0,0,,
"G4200750","1860","Pennsylvania","420","Lebanon","0750","Lebanon",31748,83,0,0,,
"G4200770","1860","Pennsylvania","420","Lehigh","0770","Lehigh",43696,57,0,0,,
"G4200790","1860","Pennsylvania","420","Luzerne","0790","Luzerne",89794,450,0,0,,
"G4200810","1860","Pennsylvania","420","Lycoming","0810","Lycoming",37000,399,0,0,,
"G4200830","1860","Pennsylvania","420","McKean","0830","Mckean",8859,0,0,0,,
"G4200850","1860","Pennsylvania","420","Mercer","0850","Mercer",36575,281,0,0,,
"G4200870","1860","Pennsylvania","420","Mifflin","0870","Mifflin",15925,415,0,0,,
"G4200890","1860","Pennsylvania","420","Monroe","0890","Monroe",16631,127,0,0,,
"G4200910","1860","Pennsylvania","420","Montgomery","0910","Montgomery",69596,904,0,0,,
"G4200930","1860","Pennsylvania","420","Montour","0930","Montour",12939,114,0,0,,
"G4200950","1860","Pennsylvania","420","Northampton","0950","Northampton",47763,141,0,0,,
"G4200970","1860","Pennsylvania","420","Northumberland","0970","Northumberland",28807,115,0,0,,
"G4200990","1860","Pennsylvania","420","Perry","0990","Perry",22674,119,0,0,,
"G4201010","1860","Pennsylvania","420","Philadelphia","1010","Philadelphia",543344,22185,0,0,,
"G4201030","1860","Pennsylvania","420","Pike","1030","Pike",7018,137,0,0,,
"G4201050","1860","Pennsylvania","420","Potter","1050","Potter",11455,15,0,0,,
"G4201070","1860","Pennsylvania","420","Schuylkill","1070","Schuylkill",89153,357,0,0,,
"G4201090","1860","Pennsylvania","420","Snyder","1090","Snyder",15000,35,0,0,,
"G4201110","1860","Pennsylvania","420","Somerset","1110","Somerset",26731,47,0,0,,
"G4201130","1860","Pennsylvania","420","Sullivan","1130","Sullivan",5628,9,0,0,,
"G4201150","1860","Pennsylvania","420","Susquehanna","1150","Susquehanna",36058,209,0,0,,
"G4201170","1860","Pennsylvania","420","Tioga","1170","Tioga",30942,102,0,0,,
"G4201190","1860","Pennsylvania","420","Union","1190","Union",14090,55,0,0,,
"G4201210","1860","Pennsylvania","420","Venango","1210","Venango",24974,69,0,0,,
"G4201230","1860","Pennsylvania","420","Warren","1230","Warren",19139,51,0,0,,
"G4201250","1860","Pennsylvania","420","Washington","1250","Washington",45079,1726,0,0,,
"G4201270","1860","Pennsylvania","420","Wayne","1270","Wayne",32199,40,0,0,,
"G4201290","1860","Pennsylvania","420","Westmoreland","1290","Westmoreland",53304,432,0,0,,
"G4201310","1860","Pennsylvania","420","Wyoming","1310","Wyoming",12535,5,0,0,,
"G4201330","1860","Pennsylvania","420","York","1330","York",66834,1366,0,0,,
"G4400010","1860","Rhode Island","440","Bristol","0010","Bristol",8599,308,0,0,,
"G4400030","1860","Rhode Island","440","Kent","0030","Kent",17038,259,0,6,,
"G4400050","1860","Rhode Island","440","Newport","0050","Newport",21074,822,0,0,,
"G4400070","1860","Rhode Island","440","Providence","0070","Providence",105821,1977,0,1,,
"G4400090","1860","Rhode Island","440","Washington","0090","Washington",18117,586,0,12,,
"G4500010","1860","South Carolina","450","Abbeville","0010","Abbeville",11516,367,20502,0,,
"G4500070","1860","South Carolina","450","Anderson","0070","Anderson",14286,162,8425,0,,
"G4500110","1860","South Carolina","450","Barnwell","0110","Barnwell",12702,640,17401,0,,
"G4500130","1860","South Carolina","450","Beaufort","0130","Beaufort",6714,809,32530,0,,
"G4500190","1860","South Carolina","450","Charleston","0190","Charleston",29136,3622,37290,52,,
"G4500230","1860","South Carolina","450","Chester","0230","Chester",7096,156,10868,2,,
"G4500250","1860","South Carolina","450","Chesterfield","0250","Chesterfield",7354,132,4348,0,,
"G4500270","1860","South Carolina","450","Clarendon","0270","Clarendon",4378,151,8566,0,,
"G4500290","1860","South Carolina","450","Colleton","0290","Colleton",9255,354,32307,0,,
"G4500310","1860","South Carolina","450","Darlington","0310","Darlington",8421,52,11877,11,,
"G4500370","1860","South Carolina","450","Edgefield","0370","Edgefield",15653,173,24060,1,,
"G4500390","1860","South Carolina","450","Fairfield","0390","Fairfield",6373,204,15534,0,,
"G4500430","1860","South Carolina","450","Georgetown","0430","Georgetown",3013,183,18109,0,,
"G4500450","1860","South Carolina","450","Greenville","0450","Greenville",14631,212,7049,0,,
"G4500510","1860","South Carolina","450","Horry","0510","Horry",5564,39,2359,0,,
"G4500550","1860","South Carolina","450","Kershaw","0550","Kershaw",5026,197,7841,22,,
"G4500570","1860","South Carolina","450","Lancaster","0570","Lancaster",6054,93,5650,0,,
"G4500590","1860","South Carolina","450","Laurens","0590","Laurens",10529,129,13200,0,,
"G4500630","1860","South Carolina","450","Lexington","0630","Lexington",9333,44,6202,0,,
"G4500670","1860","South Carolina","450","Marion","0670","Marion",11007,232,9951,0,,
"G4500690","1860","South Carolina","450","Marlboro","0690","Marlboro",5373,168,6893,0,,
"G4500710","1860","South Carolina","450","Newberry","0710","Newberry",7000,184,13695,0,,
"G4500750","1860","South Carolina","450","Orangeburg","0750","Orangeburg",8108,205,16583,0,,
"G4500770","1860","South Carolina","450","Pickens","0770","Pickens",15335,109,4195,0,,
"G4500790","1860","South Carolina","450","Richland","0790","Richland",6863,439,11005,0,,
"G4500830","1860","South Carolina","450","Spartanburg","0830","Spartanburg",18537,142,8240,0,,
"G4500850","1860","South Carolina","450","Sumter","0850","Sumter",6857,320,16682,0,,
"G4500870","1860","South Carolina","450","Union","0870","Union",8670,164,10801,0,,
"G4500890","1860","South Carolina","450","Williamsburg","0890","Williamsburg",5187,43,10259,0,,
"G4500910","1860","South Carolina","450","York","0910","York",11329,189,9984,0,,
"G4700010","1860","Tennessee","470","Anderson","0010","Anderson",6477,8,583,0,,
"G4700030","1860","Tennessee","470","Bedford","0030","Bedford",14788,52,6744,0,,
"G4700050","1860","Tennessee","470","Benton","0050","Benton",7918,11,534,0,,
"G4700070","1860","Tennessee","470","Bledsoe","0070","Bledsoe",3643,127,689,0,,
"G4700090","1860","Tennessee","470","Blount","0090","Blount",11711,196,1363,0,,
"G4700110","1860","Tennessee","470","Bradley","0110","Bradley",10470,58,1173,0,,
"G4700130","1860","Tennessee","470","Campbell","0130","Campbell",6281,65,366,0,,
"G4700150","1860","Tennessee","470","Cannon","0150","Cannon",8530,5,974,0,,
"G4700170","1860","Tennessee","470","Carroll","0170","Carroll",13339,34,4064,0,,
"G4700190","1860","Tennessee","470","Carter","0190","Carter",6727,22,374,1,,
"G4700210","1860","Tennessee","470","Cheatham","0210","Cheatham",5376,0,1882,0,,
"G4700250","1860","Tennessee","470","Claiborne","0250","Claiborne",8724,176,743,0,,
"G4700290","1860","Tennessee","470","Cocke","0290","Cocke",9482,77,849,0,,
"G4700310","1860","Tennessee","470","Coffee","0310","Coffee",8150,10,1529,0,,
"G4700350","1860","Tennessee","470","Cumberland","0350","Cumberland",3321,18,121,0,,
"G4700370","1860","Tennessee","470","Davidson","0370","Davidson",31056,1209,14790,0,,
"G4700390","1860","Tennessee","470","Decatur","0390","Decatur",5477,15,784,0,,
"G4700410","1860","Tennessee","470","DeKalb","0410","De Kalb",9533,15,1025,0,,
"G4700430","1860","Tennessee","470","Dickson","0430","Dickson",7774,7,2201,0,,
"G4700450","1860","Tennessee","470","Dyer","0450","Dyer",7889,6,2641,0,,
"G4700470","1860","Tennessee","470","Fayette","0470","Fayette",8826,28,15473,0,,
"G4700490","1860","Tennessee","470","Fentress","0490","Fentress",4865,2,187,0,,
"G4700510","1860","Tennessee","470","Franklin","0510","Franklin",10249,48,3551,0,,
"G4700530","1860","Tennessee","470","Gibson","0530","Gibson",15545,91,6141,0,,
"G4700550","1860","Tennessee","470","Giles","0550","Giles",15295,23,10848,0,,
"G4700570","1860","Tennessee","470","Grainger","0570","Grainger",9727,170,1065,0,,
"G4700590","1860","Tennessee","470","Greene","0590","Greene",17485,222,1297,0,,
"G4700610","1860","Tennessee","470","Grundy","0610","Grundy",2813,14,266,0,,
"G4700650","1860","Tennessee","470","Hamilton","0650","Hamilton",11641,192,1419,6,,
"G4700670","1860","Tennessee","470","Hancock","0670","Hancock",6706,68,246,0,,
"G4700690","1860","Tennessee","470","Hardeman","0690","Hardeman",10505,28,7236,0,,
"G4700710","1860","Tennessee","470","Hardin","0710","Hardin",9554,37,1623,0,,
"G4700730","1860","Tennessee","470","Hawkins","0730","Hawkins",14032,194,1925,11,,
"G4700750","1860","Tennessee","470","Haywood","0750","Haywood",8165,41,11026,0,,
"G4700770","1860","Tennessee","470","Henderson","0770","Henderson",11189,19,3283,0,,
"G4700790","1860","Tennessee","470","Henry","0790","Henry",13592,11,5530,0,,
"G4700810","1860","Tennessee","470","Hickman","0810","Hickman",7532,27,1753,0,,
"G4700850","1860","Tennessee","470","Humphreys","0850","Humphreys",7619,14,1463,0,,
"G4700870","1860","Tennessee","470","Jackson","0870","Jackson",10467,46,1212,0,,
"G4700890","1860","Tennessee","470","Jefferson","0890","Jefferson",13777,170,2096,0,,
"G4700910","1860","Tennessee","470","Johnson","0910","Johnson",4757,28,233,0,,
"G4700930","1860","Tennessee","470","Knox","0930","Knox",20020,423,2370,0,,
"G4700970","1860","Tennessee","470","Lauderdale","0970","Lauderdale",4684,21,2854,0,,
"G4700990","1860","Tennessee","470","Lawrence","0990","Lawrence",8136,24,1160,0,,
"G4701010","1860","Tennessee","470","Lewis","1010","Lewis",1992,2,247,0,,
"G4701030","1860","Tennessee","470","Lincoln","1030","Lincoln",15926,55,6847,0,,
"G4701070","1860","Tennessee","470","McMinn","1070","Mcminn",11547,96,1909,3,,
"G4701090","1860","Tennessee","470","McNairy","1090","Mcnairy",12810,22,1900,0,,
"G4701110","1860","Tennessee","470","Macon","1110","Macon",6244,117,929,0,,
"G4701130","1860","Tennessee","470","Madison","1130","Madison",11440,83,10012,0,,
"G4701150","1860","Tennessee","470","Marion","1150","Marion",5487,25,678,0,,
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall",10064,48,4480,0,,
"G4701190","1860","Tennessee","470","Maury","1190","Maury",17701,143,14654,0,,
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs",4021,7,638,1,,
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe",10899,108,1600,0,,
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery",11235,106,9554,0,,
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan",3192,41,120,0,,
"G4701310","1860","Tennessee","470","Obion","1310","Obion",10380,38,2399,0,,
"G4701330","1860","Tennessee","470","Overton","1330","Overton",11452,98,1087,0,,
"G4701350","1860","Tennessee","470","Perry","1350","Perry",5486,8,548,0,,
"G4701390","1860","Tennessee","470","Polk","1390","Polk",8228,31,434,33,,
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam",7840,36,682,0,,
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea",4346,30,615,0,,
"G4701450","1860","Tennessee","470","Roane","1450","Roane",11730,105,1748,0,,
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson",10375,29,4861,0,,
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford",14743,190,12984,1,,
"G4701510","1860","Tennessee","470","Scott","1510","Scott",3446,14,59,0,,
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie",1918,1,201,0,,
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier",8520,64,538,0,,
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby",30861,276,16953,2,,
"G4701590","1860","Tennessee","470","Smith","1590","Smith",12015,114,4228,0,,
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart",7404,76,2415,1,,
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan",12309,169,1074,0,,
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner",14227,103,7700,0,,
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton",5408,9,5288,0,,
"G4701730","1860","Tennessee","470","Union","1730","Union",5853,82,182,0,,
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren",2334,8,239,0,,
"G4701770","1860","Tennessee","470","Warren","1770","Warren",8760,66,2320,1,,
"G4701790","1860","Tennessee","470","Washington","1790","Washington",13580,297,952,0,,
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne",7841,5,1269,0,,
